"scenario","year","category","gwp_t"
"4: Widespread Engagement",2095,"Agriculture",28.0547093986656
"4: Widespread Engagement",2095,"Peatlands",12.3176691074291
"4: Widespread Engagement",2095,"Woodlands (etc.)",1.51314904781344
"4: Widespread Engagement",2096,"Agriculture",28.0547093986656
"4: Widespread Engagement",2096,"Peatlands",12.3176691074291
"4: Widespread Engagement",2096,"Woodlands (etc.)",1.95952823255019
"4: Widespread Engagement",2097,"Agriculture",28.0547093986656
"4: Widespread Engagement",2097,"Peatlands",12.3176691074291
"4: Widespread Engagement",2097,"Woodlands (etc.)",1.91105569158353
"4: Widespread Engagement",2098,"Agriculture",28.0547093986656
"4: Widespread Engagement",2098,"Peatlands",12.3176691074291
"4: Widespread Engagement",2098,"Woodlands (etc.)",1.72724662144281
"4: Widespread Engagement",2099,"Agriculture",28.0547093986656
"4: Widespread Engagement",2099,"Peatlands",12.3176691074291
"4: Widespread Engagement",2099,"Woodlands (etc.)",2.00235463132616
"4: Widespread Engagement",2100,"Agriculture",28.0547093986656
"4: Widespread Engagement",2100,"Peatlands",12.3176691074291
"4: Widespread Engagement",2100,"Woodlands (etc.)",-0.239493430089652
"5: NBS",2015,"Agriculture",43.7276629604311
"5: NBS",2015,"Peatlands",21.6286128825099
"5: NBS",2015,"Woodlands (etc.)",-22.3427885566549
"5: NBS",2016,"Agriculture",43.6860010029903
"5: NBS",2016,"Peatlands",21.6286128825099
"5: NBS",2016,"Woodlands (etc.)",-21.7912755546402
"5: NBS",2017,"Agriculture",43.6443022292911
"5: NBS",2017,"Peatlands",21.6286128825099
"5: NBS",2017,"Woodlands (etc.)",-18.5799369257605
"5: NBS",2018,"Agriculture",43.6025353748745
"5: NBS",2018,"Peatlands",21.6286128825099
"5: NBS",2018,"Woodlands (etc.)",-18.1426812922702
"5: NBS",2019,"Agriculture",43.5606540501874
"5: NBS",2019,"Peatlands",21.6286128825099
"5: NBS",2019,"Woodlands (etc.)",-17.4724005387993
"5: NBS",2020,"Agriculture",43.5186275245974
"5: NBS",2020,"Peatlands",21.6286128825099
"5: NBS",2020,"Woodlands (etc.)",-16.2832686118365
"5: NBS",2021,"Agriculture",43.247364809175
"5: NBS",2021,"Peatlands",20.9088969100232
"5: NBS",2021,"Woodlands (etc.)",-15.1694953621508
"5: NBS",2022,"Agriculture",42.3736659902252
"5: NBS",2022,"Peatlands",20.1891809375366
"5: NBS",2022,"Woodlands (etc.)",-14.8573035130665
"5: NBS",2023,"Agriculture",41.5147444909992
"5: NBS",2023,"Peatlands",19.4694649650499
"5: NBS",2023,"Woodlands (etc.)",-14.4609926245981
"5: NBS",2024,"Agriculture",40.6704559516257
"5: NBS",2024,"Peatlands",18.7497489925633
"5: NBS",2024,"Woodlands (etc.)",-14.2115810378452
"5: NBS",2025,"Agriculture",39.6907631322274
"5: NBS",2025,"Peatlands",18.0300330200766
"5: NBS",2025,"Woodlands (etc.)",-13.8987578858525
"5: NBS",2026,"Agriculture",38.6296943630673
"5: NBS",2026,"Peatlands",17.3115536822539
"5: NBS",2026,"Woodlands (etc.)",-13.6931037532988
"5: NBS",2027,"Agriculture",37.9522372604266
"5: NBS",2027,"Peatlands",16.5930743444312
"5: NBS",2027,"Woodlands (etc.)",-13.9397459534527
"5: NBS",2028,"Agriculture",37.2823691794394
"5: NBS",2028,"Peatlands",15.8745950066085
"5: NBS",2028,"Woodlands (etc.)",-13.6636207931145
"5: NBS",2029,"Agriculture",36.6200551247983
"5: NBS",2029,"Peatlands",15.1561156687858
"5: NBS",2029,"Woodlands (etc.)",-13.5944592952859
"5: NBS",2030,"Agriculture",35.9050442112559
"5: NBS",2030,"Peatlands",14.437636330963
"5: NBS",2030,"Woodlands (etc.)",-13.3971425616584
"5: NBS",2031,"Agriculture",35.1473251616255
"5: NBS",2031,"Peatlands",13.7207045092523
"5: NBS",2031,"Woodlands (etc.)",-13.6353959112126
"5: NBS",2032,"Agriculture",34.4844724925254
"5: NBS",2032,"Peatlands",13.0037726875415
"5: NBS",2032,"Woodlands (etc.)",-13.6930926838273
"5: NBS",2033,"Agriculture",33.8299574878415
"5: NBS",2033,"Peatlands",12.2868408658308
"5: NBS",2033,"Woodlands (etc.)",-13.7485684541478
"5: NBS",2034,"Agriculture",33.1837161744209
"5: NBS",2034,"Peatlands",11.56990904412
"5: NBS",2034,"Woodlands (etc.)",-14.0144322011373
"5: NBS",2035,"Agriculture",32.7115993016435
"5: NBS",2035,"Peatlands",10.8529772224093
"5: NBS",2035,"Woodlands (etc.)",-14.2450779501044
"5: NBS",2036,"Agriculture",32.2047642606854
"5: NBS",2036,"Peatlands",10.1866127463536
"5: NBS",2036,"Woodlands (etc.)",-14.92130702467
"5: NBS",2037,"Agriculture",31.7006934966285
"5: NBS",2037,"Peatlands",9.52024827101748
"5: NBS",2037,"Woodlands (etc.)",-16.7884964179053
"5: NBS",2038,"Agriculture",31.1993860079999
"5: NBS",2038,"Peatlands",8.85388379568136
"5: NBS",2038,"Woodlands (etc.)",-17.7669673688455
"5: NBS",2039,"Agriculture",30.7008418554681
"5: NBS",2039,"Peatlands",8.18751932034523
"5: NBS",2039,"Woodlands (etc.)",-19.071648938919
"5: NBS",2040,"Agriculture",30.2539671288577
"5: NBS",2040,"Peatlands",7.52115484500911
"5: NBS",2040,"Woodlands (etc.)",-19.2229134077128
"5: NBS",2041,"Agriculture",29.8414994145647
"5: NBS",2041,"Peatlands",7.35119998068675
"5: NBS",2041,"Woodlands (etc.)",-19.8077817373887
"5: NBS",2042,"Agriculture",29.4301061626696
"5: NBS",2042,"Peatlands",7.1812451163644
"5: NBS",2042,"Woodlands (etc.)",-20.9033491526907
"5: NBS",2043,"Agriculture",29.0197846425641
"5: NBS",2043,"Peatlands",7.01129025204204
"5: NBS",2043,"Woodlands (etc.)",-21.8982427297449
"5: NBS",2044,"Agriculture",28.6105311455631
"5: NBS",2044,"Peatlands",6.84133538771968
"5: NBS",2044,"Woodlands (etc.)",-23.1708615012544
"5: NBS",2045,"Agriculture",28.2023422372905
"5: NBS",2045,"Peatlands",6.67138052339733
"5: NBS",2045,"Woodlands (etc.)",-24.5242389995814
"5: NBS",2046,"Agriculture",27.8039893559823
"5: NBS",2046,"Peatlands",6.60775968209528
"5: NBS",2046,"Woodlands (etc.)",-25.3422733734636
"5: NBS",2047,"Agriculture",27.4069474659151
"5: NBS",2047,"Peatlands",6.54413884079324
"5: NBS",2047,"Woodlands (etc.)",-27.5586622508853
"5: NBS",2048,"Agriculture",27.0112130576033
"5: NBS",2048,"Peatlands",6.48051799949119
"5: NBS",2048,"Woodlands (etc.)",-28.7071120175328
"5: NBS",2049,"Agriculture",26.6167818735846
"5: NBS",2049,"Peatlands",6.41689715818914
"5: NBS",2049,"Woodlands (etc.)",-30.1419102292299
"5: NBS",2050,"Agriculture",26.3018333185508
"5: NBS",2050,"Peatlands",6.3532763168871
"5: NBS",2050,"Woodlands (etc.)",-32.0970141020913
"5: NBS",2051,"Agriculture",26.3018333185508
"5: NBS",2051,"Peatlands",6.3532763168871
"5: NBS",2051,"Woodlands (etc.)",-33.5852804345968
"5: NBS",2052,"Agriculture",26.3018333185508
"5: NBS",2052,"Peatlands",6.3532763168871
"5: NBS",2052,"Woodlands (etc.)",-34.9392799474249
"5: NBS",2053,"Agriculture",26.3018333185508
"5: NBS",2053,"Peatlands",6.3532763168871
"5: NBS",2053,"Woodlands (etc.)",-36.3516524104396
"5: NBS",2054,"Agriculture",26.3018333185508
"5: NBS",2054,"Peatlands",6.3532763168871
"5: NBS",2054,"Woodlands (etc.)",-37.9017991056616
"5: NBS",2055,"Agriculture",26.3018333185508
"5: NBS",2055,"Peatlands",6.3532763168871
"5: NBS",2055,"Woodlands (etc.)",-39.3600849425259
"5: NBS",2056,"Agriculture",26.3018333185508
"5: NBS",2056,"Peatlands",6.3532763168871
"5: NBS",2056,"Woodlands (etc.)",-39.2303928525042
"5: NBS",2057,"Agriculture",26.3018333185508
"5: NBS",2057,"Peatlands",6.3532763168871
"5: NBS",2057,"Woodlands (etc.)",-41.0741446079886
"5: NBS",2058,"Agriculture",26.3018333185508
"5: NBS",2058,"Peatlands",6.3532763168871
"5: NBS",2058,"Woodlands (etc.)",-41.7890972328523
"5: NBS",2059,"Agriculture",26.3018333185508
"5: NBS",2059,"Peatlands",6.3532763168871
"5: NBS",2059,"Woodlands (etc.)",-42.6392923368524
"5: NBS",2060,"Agriculture",26.3018333185508
"5: NBS",2060,"Peatlands",6.3532763168871
"5: NBS",2060,"Woodlands (etc.)",-40.5360254736285
"5: NBS",2061,"Agriculture",26.3018333185508
"5: NBS",2061,"Peatlands",6.3532763168871
"5: NBS",2061,"Woodlands (etc.)",-39.9635347629592
"5: NBS",2062,"Agriculture",26.3018333185508
"5: NBS",2062,"Peatlands",6.3532763168871
"5: NBS",2062,"Woodlands (etc.)",-39.0814126275433
"5: NBS",2063,"Agriculture",26.3018333185508
"5: NBS",2063,"Peatlands",6.3532763168871
"5: NBS",2063,"Woodlands (etc.)",-38.4947922494626
"5: NBS",2064,"Agriculture",26.3018333185508
"5: NBS",2064,"Peatlands",6.3532763168871
"5: NBS",2064,"Woodlands (etc.)",-37.9653638742101
"5: NBS",2065,"Agriculture",26.3018333185508
"5: NBS",2065,"Peatlands",6.3532763168871
"5: NBS",2065,"Woodlands (etc.)",-35.9994329778482
"5: NBS",2066,"Agriculture",26.3018333185508
"5: NBS",2066,"Peatlands",6.3532763168871
"5: NBS",2066,"Woodlands (etc.)",-34.7149057245561
"5: NBS",2067,"Agriculture",26.3018333185508
"5: NBS",2067,"Peatlands",6.3532763168871
"5: NBS",2067,"Woodlands (etc.)",-35.7365011392575
"5: NBS",2068,"Agriculture",26.3018333185508
"5: NBS",2068,"Peatlands",6.3532763168871
"5: NBS",2068,"Woodlands (etc.)",-34.7226511293083
"5: NBS",2069,"Agriculture",26.3018333185508
"5: NBS",2069,"Peatlands",6.3532763168871
"5: NBS",2069,"Woodlands (etc.)",-33.8688932055993
"5: NBS",2070,"Agriculture",26.3018333185508
"5: NBS",2070,"Peatlands",6.3532763168871
"5: NBS",2070,"Woodlands (etc.)",-32.7565472408893
"5: NBS",2071,"Agriculture",26.3018333185508
"5: NBS",2071,"Peatlands",6.3532763168871
"5: NBS",2071,"Woodlands (etc.)",-29.6749922098194
"5: NBS",2072,"Agriculture",26.3018333185508
"5: NBS",2072,"Peatlands",6.3532763168871
"5: NBS",2072,"Woodlands (etc.)",-28.6279427165132
"5: NBS",2073,"Agriculture",26.3018333185508
"5: NBS",2073,"Peatlands",6.3532763168871
"5: NBS",2073,"Woodlands (etc.)",-27.3488121908383
"5: NBS",2074,"Agriculture",26.3018333185508
"5: NBS",2074,"Peatlands",6.3532763168871
"5: NBS",2074,"Woodlands (etc.)",-26.2851402169266
"5: NBS",2075,"Agriculture",26.3018333185508
"5: NBS",2075,"Peatlands",6.3532763168871
"5: NBS",2075,"Woodlands (etc.)",-24.8202185970166
"5: NBS",2076,"Agriculture",26.3018333185508
"5: NBS",2076,"Peatlands",6.3532763168871
"5: NBS",2076,"Woodlands (etc.)",-21.5219033542493
"5: NBS",2077,"Agriculture",26.3018333185508
"5: NBS",2077,"Peatlands",6.3532763168871
"5: NBS",2077,"Woodlands (etc.)",-21.6521460304672
"5: NBS",2078,"Agriculture",26.3018333185508
"5: NBS",2078,"Peatlands",6.3532763168871
"5: NBS",2078,"Woodlands (etc.)",-20.235348206797
"5: NBS",2079,"Agriculture",26.3018333185508
"5: NBS",2079,"Peatlands",6.3532763168871
"5: NBS",2079,"Woodlands (etc.)",-19.0190404996978
"5: NBS",2080,"Agriculture",26.3018333185508
"5: NBS",2080,"Peatlands",6.3532763168871
"5: NBS",2080,"Woodlands (etc.)",-15.6111646522375
"5: NBS",2081,"Agriculture",26.3018333185508
"5: NBS",2081,"Peatlands",6.3532763168871
"5: NBS",2081,"Woodlands (etc.)",-10.1900719419246
"5: NBS",2082,"Agriculture",26.3018333185508
"5: NBS",2082,"Peatlands",6.3532763168871
"5: NBS",2082,"Woodlands (etc.)",-8.82226428906669
"5: NBS",2083,"Agriculture",26.3018333185508
"5: NBS",2083,"Peatlands",6.3532763168871
"5: NBS",2083,"Woodlands (etc.)",-6.75915303327221
"5: NBS",2084,"Agriculture",26.3018333185508
"5: NBS",2084,"Peatlands",6.3532763168871
"5: NBS",2084,"Woodlands (etc.)",-5.02280299498642
"5: NBS",2085,"Agriculture",26.3018333185508
"5: NBS",2085,"Peatlands",6.3532763168871
"5: NBS",2085,"Woodlands (etc.)",-3.25521119378125
"5: NBS",2086,"Agriculture",26.3018333185508
"5: NBS",2086,"Peatlands",6.3532763168871
"5: NBS",2086,"Woodlands (etc.)",-3.31028106949609
"5: NBS",2087,"Agriculture",26.3018333185508
"5: NBS",2087,"Peatlands",6.3532763168871
"5: NBS",2087,"Woodlands (etc.)",-2.34561728654202
"5: NBS",2088,"Agriculture",26.3018333185508
"5: NBS",2088,"Peatlands",6.3532763168871
"5: NBS",2088,"Woodlands (etc.)",-1.3737404749004
"5: NBS",2089,"Agriculture",26.3018333185508
"5: NBS",2089,"Peatlands",6.3532763168871
"5: NBS",2089,"Woodlands (etc.)",-0.459328817338355
"5: NBS",2090,"Agriculture",26.3018333185508
"5: NBS",2090,"Peatlands",6.3532763168871
"5: NBS",2090,"Woodlands (etc.)",0.501880450950834
"5: NBS",2091,"Agriculture",26.3018333185508
"5: NBS",2091,"Peatlands",6.3532763168871
"5: NBS",2091,"Woodlands (etc.)",0.969007607937355
"5: NBS",2092,"Agriculture",26.3018333185508
"5: NBS",2092,"Peatlands",6.3532763168871
"5: NBS",2092,"Woodlands (etc.)",1.38685986485652
"5: NBS",2093,"Agriculture",26.3018333185508
"5: NBS",2093,"Peatlands",6.3532763168871
"5: NBS",2093,"Woodlands (etc.)",2.38398915872106
"5: NBS",2094,"Agriculture",26.3018333185508
"5: NBS",2094,"Peatlands",6.3532763168871
"5: NBS",2094,"Woodlands (etc.)",3.45600347891788
"5: NBS",2095,"Agriculture",26.3018333185508
"5: NBS",2095,"Peatlands",6.3532763168871
"5: NBS",2095,"Woodlands (etc.)",2.26883215337231
"5: NBS",2096,"Agriculture",26.3018333185508
"5: NBS",2096,"Peatlands",6.3532763168871
"5: NBS",2096,"Woodlands (etc.)",3.17554116144055
"5: NBS",2097,"Agriculture",26.3018333185508
"5: NBS",2097,"Peatlands",6.3532763168871
"5: NBS",2097,"Woodlands (etc.)",3.11878052747884
"5: NBS",2098,"Agriculture",26.3018333185508
"5: NBS",2098,"Peatlands",6.3532763168871
"5: NBS",2098,"Woodlands (etc.)",2.91374001667377
"5: NBS",2099,"Agriculture",26.3018333185508
"5: NBS",2099,"Peatlands",6.3532763168871
"5: NBS",2099,"Woodlands (etc.)",3.19877189524944
"5: NBS",2100,"Agriculture",26.3018333185508
"5: NBS",2100,"Peatlands",6.3532763168871
"5: NBS",2100,"Woodlands (etc.)",1.22466106133208
"6: NBS with biomass crops",2015,"Agriculture",43.7276629604311
"6: NBS with biomass crops",2015,"Peatlands",21.6286128825099
"6: NBS with biomass crops",2015,"Woodlands (etc.)",-22.3427885566549
"6: NBS with biomass crops",2016,"Agriculture",43.6860010029903
"6: NBS with biomass crops",2016,"Peatlands",21.6286128825099
"6: NBS with biomass crops",2016,"Woodlands (etc.)",-21.7912755546402
"6: NBS with biomass crops",2017,"Agriculture",43.6443022292911
"6: NBS with biomass crops",2017,"Peatlands",21.6286128825099
"6: NBS with biomass crops",2017,"Woodlands (etc.)",-18.5799369257605
"6: NBS with biomass crops",2018,"Agriculture",43.6025353748745
"6: NBS with biomass crops",2018,"Peatlands",21.6286128825099
"6: NBS with biomass crops",2018,"Woodlands (etc.)",-18.1426812922702
"6: NBS with biomass crops",2019,"Agriculture",43.5606540501874
"6: NBS with biomass crops",2019,"Peatlands",21.6286128825099
"6: NBS with biomass crops",2019,"Woodlands (etc.)",-17.4724005387993
"6: NBS with biomass crops",2020,"Agriculture",43.5186275245974
"6: NBS with biomass crops",2020,"Peatlands",21.6286128825099
"6: NBS with biomass crops",2020,"Woodlands (etc.)",-16.2854663201699
"6: NBS with biomass crops",2021,"Agriculture",43.2436384464435
"6: NBS with biomass crops",2021,"Peatlands",20.9088969100232
"6: NBS with biomass crops",2021,"Woodlands (etc.)",-15.17988069331
"6: NBS with biomass crops",2022,"Agriculture",42.3663216951424
"6: NBS with biomass crops",2022,"Peatlands",20.1891809375366
"6: NBS with biomass crops",2022,"Woodlands (etc.)",-14.8745143419942
"6: NBS with biomass crops",2023,"Agriculture",41.5038895231105
"6: NBS with biomass crops",2023,"Peatlands",19.4694649650499
"6: NBS with biomass crops",2023,"Woodlands (etc.)",-14.4841439693421
"6: NBS with biomass crops",2024,"Agriculture",40.6561964037019
"6: NBS with biomass crops",2024,"Peatlands",18.7497489925633
"6: NBS with biomass crops",2024,"Woodlands (etc.)",-14.2398970237653
"6: NBS with biomass crops",2025,"Agriculture",39.6732253995643
"6: NBS with biomass crops",2025,"Peatlands",18.0300330200766
"6: NBS with biomass crops",2025,"Woodlands (etc.)",-13.9399922232075
"6: NBS with biomass crops",2026,"Agriculture",38.5959181651409
"6: NBS with biomass crops",2026,"Peatlands",17.3115536822539
"6: NBS with biomass crops",2026,"Woodlands (etc.)",-13.769646991596
"6: NBS with biomass crops",2027,"Agriculture",37.9023511130602
"6: NBS with biomass crops",2027,"Peatlands",16.5930743444312
"6: NBS with biomass crops",2027,"Woodlands (etc.)",-14.0458479663068
"6: NBS with biomass crops",2028,"Agriculture",37.2166441821124
"6: NBS with biomass crops",2028,"Peatlands",15.8745950066085
"6: NBS with biomass crops",2028,"Woodlands (etc.)",-13.7954269981475
"6: NBS with biomass crops",2029,"Agriculture",36.5387620977409
"6: NBS with biomass crops",2029,"Peatlands",15.1561156687858
"6: NBS with biomass crops",2029,"Woodlands (etc.)",-13.7485903323794
"6: NBS with biomass crops",2030,"Agriculture",35.8084949523385
"6: NBS with biomass crops",2030,"Peatlands",14.437636330963
"6: NBS with biomass crops",2030,"Woodlands (etc.)",-13.5783399664354
"6: NBS with biomass crops",2031,"Agriculture",35.0242859476476
"6: NBS with biomass crops",2031,"Peatlands",13.7207045092523
"6: NBS with biomass crops",2031,"Woodlands (etc.)",-13.8620604036063
"6: NBS with biomass crops",2032,"Agriculture",34.3353104094311
"6: NBS with biomass crops",2032,"Peatlands",13.0037726875415
"6: NBS with biomass crops",2032,"Woodlands (etc.)",-13.9581719882179
"6: NBS with biomass crops",2033,"Agriculture",33.655116437458
"6: NBS with biomass crops",2033,"Peatlands",12.2868408658308
"6: NBS with biomass crops",2033,"Woodlands (etc.)",-14.0469637162184
"6: NBS with biomass crops",2034,"Agriculture",32.9836390941389
"6: NBS with biomass crops",2034,"Peatlands",11.56990904412
"6: NBS with biomass crops",2034,"Woodlands (etc.)",-14.3416731921471
"6: NBS with biomass crops",2035,"Agriculture",32.4864316703983
"6: NBS with biomass crops",2035,"Peatlands",10.8529772224093
"6: NBS with biomass crops",2035,"Woodlands (etc.)",-14.5972401568089
"6: NBS with biomass crops",2036,"Agriculture",31.9548956732256
"6: NBS with biomass crops",2036,"Peatlands",10.1866127463536
"6: NBS with biomass crops",2036,"Woodlands (etc.)",-15.2949397786854
"6: NBS with biomass crops",2037,"Agriculture",31.4264977369467
"6: NBS with biomass crops",2037,"Peatlands",9.52024827101748
"6: NBS with biomass crops",2037,"Woodlands (etc.)",-17.1805907507967
"6: NBS with biomass crops",2038,"Agriculture",30.9012367909062
"6: NBS with biomass crops",2038,"Peatlands",8.85388379568136
"6: NBS with biomass crops",2038,"Woodlands (etc.)",-18.1748845197793
"6: NBS with biomass crops",2039,"Agriculture",30.3791128265662
"6: NBS with biomass crops",2039,"Peatlands",8.18751932034523
"6: NBS with biomass crops",2039,"Woodlands (etc.)",-19.4930754735853
"6: NBS with biomass crops",2040,"Agriculture",29.9088831391552
"6: NBS with biomass crops",2040,"Peatlands",7.52115484500911
"6: NBS with biomass crops",2040,"Woodlands (etc.)",-19.6561758417636
"6: NBS with biomass crops",2041,"Agriculture",29.4733984575154
"6: NBS with biomass crops",2041,"Peatlands",7.35119998068675
"6: NBS with biomass crops",2041,"Woodlands (etc.)",-20.2511074672201
"6: NBS with biomass crops",2042,"Agriculture",29.0393403137465
"6: NBS with biomass crops",2042,"Peatlands",7.1812451163644
"6: NBS with biomass crops",2042,"Woodlands (etc.)",-21.3548252844679
"6: NBS with biomass crops",2043,"Agriculture",28.6067059776534
"6: NBS with biomass crops",2043,"Peatlands",7.01129025204204
"6: NBS with biomass crops",2043,"Woodlands (etc.)",-22.3565017026681
"6: NBS with biomass crops",2044,"Agriculture",28.1754917410065
"6: NBS with biomass crops",2044,"Peatlands",6.84133538771968
"6: NBS with biomass crops",2044,"Woodlands (etc.)",-23.6347043578301
"6: NBS with biomass crops",2045,"Agriculture",27.7456941699083
"6: NBS with biomass crops",2045,"Peatlands",6.67138052339733
"6: NBS with biomass crops",2045,"Woodlands (etc.)",-24.993970109244
"6: NBS with biomass crops",2046,"Agriculture",27.326055853214
"6: NBS with biomass crops",2046,"Peatlands",6.60775968209528
"6: NBS with biomass crops",2046,"Woodlands (etc.)",-25.8169766844575
"6: NBS with biomass crops",2047,"Agriculture",26.9080810167154
"6: NBS with biomass crops",2047,"Peatlands",6.54413884079324
"6: NBS with biomass crops",2047,"Woodlands (etc.)",-28.0361750868859
"6: NBS with biomass crops",2048,"Agriculture",26.491766151462
"6: NBS with biomass crops",2048,"Peatlands",6.48051799949119
"6: NBS with biomass crops",2048,"Woodlands (etc.)",-29.1867252418073
"6: NBS with biomass crops",2049,"Agriculture",26.0771070005814
"6: NBS with biomass crops",2049,"Peatlands",6.41689715818914
"6: NBS with biomass crops",2049,"Woodlands (etc.)",-30.6230021328202
"6: NBS with biomass crops",2050,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2050,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2050,"Woodlands (etc.)",-32.5619414724386
"6: NBS with biomass crops",2051,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2051,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2051,"Woodlands (etc.)",-33.9835940964071
"6: NBS with biomass crops",2052,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2052,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2052,"Woodlands (etc.)",-35.2806881901748
"6: NBS with biomass crops",2053,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2053,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2053,"Woodlands (etc.)",-36.6431709673949
"6: NBS with biomass crops",2054,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2054,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2054,"Woodlands (etc.)",-38.1495787570825
"6: NBS with biomass crops",2055,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2055,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2055,"Woodlands (etc.)",-39.569517285718
"6: NBS with biomass crops",2056,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2056,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2056,"Woodlands (etc.)",-39.4062055285463
"6: NBS with biomass crops",2057,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2057,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2057,"Woodlands (etc.)",-41.2204832663172
"6: NBS with biomass crops",2058,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2058,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2058,"Woodlands (etc.)",-41.9095956547482
"6: NBS with biomass crops",2059,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2059,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2059,"Woodlands (etc.)",-42.7371363033769
"6: NBS with biomass crops",2060,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2060,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2060,"Woodlands (etc.)",-40.6143610184034
"6: NBS with biomass crops",2061,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2061,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2061,"Woodlands (etc.)",-40.0248105557103
"6: NBS with biomass crops",2062,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2062,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2062,"Woodlands (etc.)",-39.1274224274503
"6: NBS with biomass crops",2063,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2063,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2063,"Woodlands (etc.)",-38.5274181643387
"6: NBS with biomass crops",2064,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2064,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2064,"Woodlands (etc.)",-37.9862559712894
"6: NBS with biomass crops",2065,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2065,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2065,"Woodlands (etc.)",-36.0113917088077
"6: NBS with biomass crops",2066,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2066,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2066,"Woodlands (etc.)",-34.71919937168
"6: NBS with biomass crops",2067,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2067,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2067,"Woodlands (etc.)",-35.7328878040425
"6: NBS with biomass crops",2068,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2068,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2068,"Woodlands (etc.)",-34.7121056447305
"6: NBS with biomass crops",2069,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2069,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2069,"Woodlands (etc.)",-33.8522702198046
"6: NBS with biomass crops",2070,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2070,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2070,"Woodlands (etc.)",-32.7328900652395
"6: NBS with biomass crops",2071,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2071,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2071,"Woodlands (etc.)",-29.6449577479122
"6: NBS with biomass crops",2072,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2072,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2072,"Woodlands (etc.)",-28.5938128531246
"6: NBS with biomass crops",2073,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2073,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2073,"Woodlands (etc.)",-27.3110918382401
"6: NBS with biomass crops",2074,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2074,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2074,"Woodlands (etc.)",-26.2442720379617
"6: NBS with biomass crops",2075,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2075,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2075,"Woodlands (etc.)",-24.7765898117431
"6: NBS with biomass crops",2076,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2076,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2076,"Woodlands (etc.)",-21.4758542042222
"6: NBS with biomass crops",2077,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2077,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2077,"Woodlands (etc.)",-21.6039756776128
"6: NBS with biomass crops",2078,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2078,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2078,"Woodlands (etc.)",-20.1853181691478
"6: NBS with biomass crops",2079,"Agriculture",25.7381468857211
"6: NBS with biomass crops",2079,"Peatlands",6.3532763168871
"6: NBS with biomass crops",2079,"Woodlands (etc.)",-18.9673800533525
"6: NBS with biomass crops",2080,"Agriculture",25.7381468857211
